We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
All Submitters of data may be contacted directly via www.gisaid.org
Authors are sorted alphabetically.
Accession ID,Originating Laboratory,Submitting Laboratory,Authors
EPI_ISL_940623,Hospital Sao Joaquim - Beneficiencia Portuguesa,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940624,Hospital Sao Joaquim - Beneficiencia Portuguesa,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940621,Hospital Sao Joaquim - Beneficiencia Portuguesa,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940622,Hospital Sao Joaquim - Beneficiencia Portuguesa,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940625,Hospital Sao Joaquim - Beneficiencia Portuguesa,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940626,Hospital Central Sao Caetano do Sul,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940627,Hospital Central Sao Caetano do Sul,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940630,Hospital Geral de Sao Paulo,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_875689,Hospital do Servidor Publico,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_875688,National Influenza Center - Instituto Adolfo Lutz,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos, Katia Correa de Oliveira Santos, Ana Lucia de Carvalho Avelino, Clovis Roberto Abe Constantino"
EPI_ISL_833169,DB Diagnosticos do Brasil,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_872191,Conjunto Hospitalar do Mandaqui de Sao Paulo,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos, Katia Correa de Oliveira Santos, Ana Lucia de Carvalho Avelino, Fabiana Cristina Pereira dos Santo"
EPI_ISL_872192,Conjunto Hospitalar do Mandaqui de Sao Paulo,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos, Katia Correa de Oliveira Santos, Ana Lucia de Carvalho Avelino, Fabiana Cristina Pereira dos Santo"
EPI_ISL_717921,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717922,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717924,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717925,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717926,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717927,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717928,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717929,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717930,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717931,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717932,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717933,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717934,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717935,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717936,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717937,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717938,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717939,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717940,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717941,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717942,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717943,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717944,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717945,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717946,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717947,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717948,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717949,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717950,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717951,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717952,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717953,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717954,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717955,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717956,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_717957,Laboratorio de Virologia Molecular / UFRJ,Bioinformatics Laboratory / LNCC,"Carolina M Voloch, Ronaldo da Silva F Jr, Luiz G P de Almeida, Cynthia C Cardoso, Otavio Bustrolini, Alexandra L Gerber, Ana Paula de C Guimarães, Diana Mariani, Andréa Cony Cavalcanti, Claudia dos Santos Rodrigues, Terezinha M P P Castiñeira, Amilcar Tanuri, Ana Tereza R de Vasconcelos"
EPI_ISL_755642,Instituto Adolfo Lutz - Central,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_755645,Lab LOC - Itapecerica da Serra,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_755651,Instituto Adolfo Lutz - Central,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_755653,Instituto Adolfo Lutz - Central,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_756294,"Center for Biotechnology and Cell Therapy, São Rafael Hospital, Salvador, Brazil","Center for Biotechnology and Cell Therapy, São Rafael Hospital, Salvador, Brazil","Carolina Kymie Vasques Nonaka, Marília Miranda Franco, Tiago Gräf, Ana Verena Almeida Mendes, Renato Santana de Aguiar, Marta Giovanetti, Bruno Solano de Freitas Souza"
EPI_ISL_770552,Laboratório de Microbiologia Molecular - Universidade FEEVALE,Bioinformatics Laboratory / LNCC,"Felipe Benites, Fernando Rosado Spilki, Alana Witt Hansen, Juliane Deise Fleck, Juliana Schons, Meriane Demoliner, Ana Karolina Eisen Antunes, Fagner Henrique Heldt, Larissa Mallmann, Bruna Hermann, Ana Luiza Ziulkoski, Vyctoria Goes, Karoline Schallenberger, Matheus Nunes Weber, Paula Rodrigues de Almeida, Alessandra Pavan Lamarca da Silva, Ronaldo da Silva F Jr , Luiz G P de Almeida, Alexandra L Gerber , Ana Paula de C Guimarães,Ana Tereza R de Vasconcelos"
EPI_ISL_770553,Laboratório de Microbiologia Molecular - Universidade FEEVALE,Bioinformatics Laboratory / LNCC,"Felipe Benites, Fernando Rosado Spilki, Alana Witt Hansen, Juliane Deise Fleck, Juliana Schons, Meriane Demoliner, Ana Karolina Eisen Antunes, Fagner Henrique Heldt, Larissa Mallmann, Bruna Hermann, Ana Luiza Ziulkoski, Vyctoria Goes, Karoline Schallenberger, Matheus Nunes Weber, Paula Rodrigues de Almeida, Alessandra Pavan Lamarca da Silva, Ronaldo da Silva F Jr , Luiz G P de Almeida, Alexandra L Gerber , Ana Paula de C Guimarães,Ana Tereza R de Vasconcelos"
